category,content
politics," Labour is to be investigated by a watchdog over claims its election campaign has broken the rules on ""cold calling"" householders.  The information commissioner is to look into a complaint from the Lib Dems about how Labour uses its call centres. The Lib Dems say Labour is telephoning people who have signed up to make sure they do not get marketing calls. Labour denies breaking rules. It says calls are not marketing if they just ask about people's voting intentions. The party says it would expect the watchdog to take complaints seriously but it has clear legal advice on the issue.  Telephone call centres are expected to be used as never before by all the three major parties in the run-up to the general election. But seven million telephone numbers are on the Telephone Preference Service (TPS) lists"
sport, Jamie Costin should be paralysed.  He says so himself in a matter-of-fact way as he recalls the car accident which occurred nine days before he was scheduled to step out into the Olympic Stadium in Athens for the 50K Walk. There is an ironic chuckle as he talks of his immediate thoughts after a lorry
sport," Allan Scott is confident of winning a medal at next week's European Indoor Championships after a solid debut on the international circuit.  The 22-year-old Scot finished fourth in the 60m hurdles at the Jose M Cagigal Memorial meeting in Madrid. ""It was definitely a learning curve and I certainly haven't ruled out challenging for a medal next week"
entertainment, New comedy Diary of a Mad Black Woman has ended Will Smith's reign at the top of the North American box office.  Based on a play by Tyler Perry
sport," Former France centre Philippe Sella believes coach Bernard Laporte must recall Frederic Michalak to give his side any chance of beating Ireland.  Sella admitted he had been impressed by current fly-half Yann Delaigue in the RBS Six Nations to date. But he told BBC Sport: ""Michalak is the answer both now and for the future. Delaigue deserved his chance but the time has come to bring back Michalak. ""He does have weaknesses but has the all-round game to upset Ireland."" The 22-year-old Michalak has spent much of the tournament on the bench after Delaigue impressed for Castres early in the season. With Michalak overlooked"
politics," A former Home Office minister has called for an independent body to be set up to monitor UK immigration.  Barbara Roche said an organisation should monitor and publish figures and be independent of government. She said this would counter ""so-called independent"" groups like Migration Watch"
entertainment, Veteran US television host Dick Clark is in hospital in Los Angeles after suffering a mild stroke.  The 75-year-old presented long-running show American Bandstand from 1956-87 and has since hosted game shows and produced award ceremonies. Clark is scheduled to welcome in the New Year on the ABC network
sport," UK Athletics has agreed a new deal with adidas to supply Great Britain squads of all ages with their kit for the next four years.  The German-based firm kitted out Team GB at the 2004 Olympics and has deals with 20 other national Olympic bodies. UK Athletics chief David Moorcroft said: ""The Athens experience can now be extended to more major championships. ""In the year ahead these include the European indoor and World outdoor championships. We are delighted."" Moorcroft added: ""It is hugely beneficial to the sport that the adidas commitment will also provide for officials and other personnel at our world-class series of live televised events."" This week"
politics, Teenagers from well-off backgrounds are six times more likely to go to university than those from the most deprived areas
sport," Mark Philippoussis is almost certain to miss the Australian Open after suffering a groin injury during the Hopman Cup loss to the Netherlands.  The 28-year-old suffered two tears to the adductor muscle and was unable to play in the deciding mixed doubles. He is now unlikely to be fit in time for the Australian Open which begins on 17 January in Melbourne. ""He has to strengthen it enough to cope with repetitive days of tennis"
politics," Controversial new UK casinos will be banned from using American tricks of the trade to ensure they are ""socially responsible"""
sport, Legendary Dutch coach Rinus Michels
business," Anglo-Dutch consumer goods giant Unilever is to merge its two management boards after reporting ""unsatisfactory"" earnings for 2004.  It blamed the poor results on sluggish decision making"
tech, A mobile phone was as essential to the recent New Year's festivities as a party mood and Auld Lang Syne
business, General Motors of the US is to pay Fiat 1.55bn euros ($2bn; £1.1bn) to get out of a deal which could have forced it to buy the Italian car maker outright.  Fiat had sold GM a stake in 2000
politics," Tony Blair says his party's next manifesto will be ""unremittingly New Labour"" and aimed at producing ""personal prosperity for all"".  The prime minister is trying to draw a line under speculation over the state of his relationship with Gordon Brown with the speech in Chatham"
